passportArea,weight,currentTeamId,birthDate,height,role,wyId,foot,shortName
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",77,3787.0,1989-01-16,186,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",25829,left,P. Lasne
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",65,3804.0,1986-03-23,162,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",25835,right,F. Sammaritano
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",70,3799.0,1989-05-03,178,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",25846,right,Y. Andreu
"{'name': 'Cameroon', 'id': '120', 'alpha3code': 'CMR', 'alpha2code': 'CM'}",73,3767.0,1998-12-20,178,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",353833,right,K. Mbapp\u00e9
"{'name': 'Algeria', 'id': '12', 'alpha3code': 'DZA', 'alpha2code': 'DZ'}",80,3187.0,1991-02-01,188,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",25849,left,F. Ghoulam
"{'name': ""C\\u00f4te d'Ivoire"", 'id': '384', 'alpha3code': 'CIV', 'alpha2code': 'CI'}",82,3783.0,1992-08-28,183,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",25859,right,I. Diomand\u00e9
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",70,3780.0,1987-11-30,177,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",25860,right,M. Gradel
"{'name': 'Guinea', 'id': '324', 'alpha3code': 'GIN', 'alpha2code': 'GN'}",77,2451.0,1990-09-19,188,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",25861,right,J. Guilavogui
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",80,3782.0,1985-08-07,181,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",25864,right,L. Perrin
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",74,2453.0,1989-09-12,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",25871,right,Y. Ravet
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",78,3194.0,1988-07-03,183,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",25878,right,T. Heurtaux
"{'name': 'Guadeloupe', 'id': '312', 'alpha3code': 'GLP', 'alpha2code': 'GP'}",79,3785.0,1983-08-05,183,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",25883,right,J. Sorbon
"{'name': 'Morocco', 'id': '504', 'alpha3code': 'MAR', 'alpha2code': 'MA'}",72,3783.0,1988-08-01,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",25888,right,F. Fajr
"{'name': 'Algeria', 'id': '12', 'alpha3code': 'DZA', 'alpha2code': 'DZ'}",76,3782.0,1987-03-29,178,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",25889,right,R. Hamouma
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",75,3795.0,1977-01-02,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",25891,right,B. Nivet
"{'name': 'Senegal', 'id': '686', 'alpha3code': 'SEN', 'alpha2code': 'SN'}",75,3185.0,1994-12-19,184,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",25898,right,M. Niang
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",80,3785.0,1988-05-24,187,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",25904,right,D. Petri\u0107
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",64,3777.0,1987-12-17,170,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",25919,left,J. Palmieri
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",77,3772.0,1991-01-08,182,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",25923,right,N. de Pr\u00e9ville
"{'name': 'Mali', 'id': '466', 'alpha3code': 'MLI', 'alpha2code': 'ML'}",85,3795.0,1990-02-16,198,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",25930,right,M. Samassa
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",74,3795.0,1987-04-25,188,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",25937,right,F. Bellugou
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",79,,1986-05-27,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",25938,right,C. Charrier
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",78,3785.0,1986-05-14,192,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",25939,right,M. Diallo
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",68,,1981-05-25,172,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",25941,left,T. Giresse
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",84,3780.0,1992-09-12,186,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",25942,left,G. Imbula
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",74,3785.0,1986-04-02,185,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",25943,right,C. Kerbrat
"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",67,9623.0,1996-03-15,176,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",255322,left,Ewandro
"{'name': 'Guinea', 'id': '324', 'alpha3code': 'GIN', 'alpha2code': 'GN'}",73,3783.0,1992-03-20,180,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",25947,right,B. Sankoh
"{'name': 'Benin', 'id': '204', 'alpha3code': 'BEN', 'alpha2code': 'BJ'}",72,3789.0,1985-07-28,180,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",25957,right,K. Ad\u00e9non
"{'name': 'Colombia', 'id': '170', 'alpha3code': 'COL', 'alpha2code': 'CO'}",85,2463.0,1993-05-10,185,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",91519,right,J. C\u00f3rdoba
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",77,,1982-05-24,183,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",25986,right,L. Pionnier
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",80,3771.0,1984-06-04,180,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",25988,left,H. Bedimo
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",78,3795.0,1991-10-01,183,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",25990,right,M. Deplagne
"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",78,3787.0,1977-09-13,180,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",25993,right,Hilton
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",82,2449.0,1990-08-13,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",25995,right,B. Stambouli
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",77,3766.0,1989-05-15,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",25996,right,M. Yanga-Mbiwa
"{'name': 'Morocco', 'id': '504', 'alpha3code': 'MAR', 'alpha2code': 'MA'}",74,14503.0,1990-02-25,175,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",25998,right,Y. Belhanda
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",68,3782.0,1990-03-08,171,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",25999,right,R. Cabella
"{'name': 'Mali', 'id': '466', 'alpha3code': 'MLI', 'alpha2code': 'ML'}",81,3176.0,1992-02-18,186,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",26000,right,B. Dabo
"{'name': 'Benin', 'id': '204', 'alpha3code': 'BEN', 'alpha2code': 'BJ'}",69,3795.0,1989-06-01,178,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",26006,right,J. Tinhan
"{'name': 'Senegal', 'id': '686', 'alpha3code': 'SEN', 'alpha2code': 'SN'}",75,3787.0,1982-12-22,174,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",26008,right,S. Camara
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",88,1610.0,1986-09-30,192,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",26010,left,O. Giroud
"{'name': 'Mexico', 'id': '484', 'alpha3code': 'MEX', 'alpha2code': 'MX'}",77,2462.0,1993-09-29,188,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",255387,right,C. Salcedo
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",78,3787.0,1991-04-26,186,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",26016,right,B. Lecomte
"{'name': 'French Guiana', 'id': '254', 'alpha3code': 'GUF', 'alpha2code': 'GF'}",89,2462.0,1992-02-19,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",26021,left,S. Falette
"{'name': 'Senegal', 'id': '686', 'alpha3code': 'SEN', 'alpha2code': 'SN'}",74,4522.0,1989-10-20,181,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",26022,right,L. Gassama
"{'name': 'New Caledonia', 'id': '540', 'alpha3code': 'NCL', 'alpha2code': 'NC'}",87,3804.0,1987-08-25,182,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",26024,right,W. Lautoa
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",75,695.0,1992-09-11,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",26032,right,C. Doukour\u00e9
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",74,,1984-07-23,176,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",26033,left,Y. Jouffre
"{'name': 'Costa Rica', 'id': '188', 'alpha3code': 'CRI', 'alpha2code': 'CR'}",72,3254.0,1992-06-26,178,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",26038,left,J. Campbell
"{'name': 'Rwanda', 'id': '646', 'alpha3code': 'RWA', 'alpha2code': 'RW'}",81,3782.0,1988-08-19,184,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",26042,right,K. Monnet-Paquet
"{'name': 'Togo', 'id': '764', 'alpha3code': 'TGO', 'alpha2code': 'TG'}",83,3799.0,1991-03-30,181,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",26044,right,G. Sunu
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",72,,1983-09-20,184,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",26046,right,L. Bonnefoi
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",72,3789.0,1983-03-05,173,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",26055,left,J. Ielsch
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",76,3779.0,1990-04-09,184,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",26065,right,J. Martin
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",77,3799.0,1988-12-19,182,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",26068,left,L. Puyo
"{'name': 'Haiti', 'id': '332', 'alpha3code': 'HTI', 'alpha2code': 'HT'}",78,3783.0,1990-03-18,181,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",26069,left,H. Bazile
"{'name': 'Martinique', 'id': '474', 'alpha3code': 'MTQ', 'alpha2code': 'MQ'}",79,680.0,1991-04-12,178,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",26084,left,L. Carole
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",93,,1990-08-19,189,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",26085,left,F. Pogba
"{'name': ""C\\u00f4te d'Ivoire"", 'id': '384', 'alpha3code': 'CIV', 'alpha2code': 'CI'}",87,3799.0,1986-08-18,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",26086,right,I. Traor\u00e9
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",80,3775.0,1990-05-16,184,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",26093,right,M. Le Bihan
"{'name': 'Tunisia', 'id': '788', 'alpha3code': 'TUN', 'alpha2code': 'TN'}",75,3804.0,1992-07-27,173,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",26100,right,N. Sliti
"{'name': 'Senegal', 'id': '686', 'alpha3code': 'SEN', 'alpha2code': 'SN'}",85,2449.0,1990-08-25,196,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",26115,right,S. San\u00e9
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",79,3799.0,1987-04-29,183,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",26120,left,T. Mangani
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",75,3804.0,1992-01-22,183,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",26124,right,B. Jeannot
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",79,3783.0,1994-04-25,186,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",26131,left,B. Samba
"{'name': ""C\\u00f4te d'Ivoire"", 'id': '384', 'alpha3code': 'CIV', 'alpha2code': 'CI'}",78,3789.0,1993-12-24,186,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",26134,right,P. Gouano
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",77,3775.0,1989-10-11,185,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",26135,left,M. Le Marchand
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",80,19830.0,1998-02-05,186,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",353821,right,L. Badiashile
"{'name': 'Portugal', 'id': '620', 'alpha3code': 'PRT', 'alpha2code': 'PT'}",68,3176.0,1993-04-21,176,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",222766,right,Bruno Gaspar
"{'name': 'Cape Verde Islands', 'id': '132', 'alpha3code': 'CPV', 'alpha2code': 'CV'}",67,676.0,1993-11-16,177,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",222770,right,N\u00e9lson Semedo
"{'name': 'Colombia', 'id': '170', 'alpha3code': 'COL', 'alpha2code': 'CO'}",66,756.0,1992-08-21,179,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",91702,left,J. Mojica
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",66,712.0,1988-04-16,174,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",26167,right,C. Beauvue
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",83,2460.0,1994-10-28,194,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",222798,right,R. Zentner
"{'name': 'Senegal', 'id': '686', 'alpha3code': 'SEN', 'alpha2code': 'SN'}",71,19830.0,1992-07-29,182,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",26196,right,D. Sidib\u00e9
"{'name': 'Martinique', 'id': '474', 'alpha3code': 'MTQ', 'alpha2code': 'MQ'}",64,3779.0,1988-03-27,162,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",26200,left,Q. Othon
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",88,3782.0,1986-01-13,185,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",26216,right,J. Moulin
"{'name': 'Morocco', 'id': '504', 'alpha3code': 'MAR', 'alpha2code': 'MA'}",76,1629.0,1990-03-26,190,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",26226,left,R. Sa\u00efss
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",93,6408.0,1990-12-11,193,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",26245,right,A. Letellier
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",70,3799.0,1989-07-10,176,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",26265,right,V. Manceau
"{'name': 'Congo', 'id': '178', 'alpha3code': 'COG', 'alpha2code': 'CG'}",81,3799.0,1990-01-21,194,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",26268,right,F. Dor\u00e9
"{'name': 'Morocco', 'id': '504', 'alpha3code': 'MAR', 'alpha2code': 'MA'}",70,3774.0,1997-03-30,173,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",288415,,S. Toufiqui
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",89,3770.0,1987-09-19,189,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",26276,left,N. Pallois
"{'name': 'Algeria', 'id': '12', 'alpha3code': 'DZA', 'alpha2code': 'DZ'}",77,3187.0,1996-01-05,184,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",288423,right,Z. Machach
"{'name': 'Portugal', 'id': '620', 'alpha3code': 'PRT', 'alpha2code': 'PT'}",79,3779.0,1986-03-06,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",26285,right,A. Gon\u00e7alves
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",73,3219.0,1995-08-19,179,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",255670,right,C. Lombardi
"{'name': 'Algeria', 'id': '12', 'alpha3code': 'DZA', 'alpha2code': 'DZ'}",78,684.0,1991-10-22,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",26307,right,A. Mandi
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",72,3804.0,1989-08-27,175,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",26311,right,R. Amalfitano
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",82,3785.0,1988-12-26,188,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",26314,right,L. Deaux
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",75,3172.0,1993-03-25,186,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",190167,right,L. Spinazzola
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",86,3166.0,1992-02-29,192,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",190168,right,A. Santurro
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",82,3772.0,1988-05-18,185,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",26332,right,P. Baysse
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",77,,1985-01-09,182,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",26336,left,S. Gentiletti
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",82,3193.0,1985-05-09,187,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",20776,right,L. Rossettini
"{'name': 'Austria', 'id': '40', 'alpha3code': 'AUT', 'alpha2code': 'AT'}",81,2453.0,1996-07-11,185,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",255732,right,P. Lienhart
"{'name': 'United States', 'id': '840', 'alpha3code': 'USA', 'alpha2code': 'US'}",75,32556.0,1988-06-17,182,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",59126,left,R. Wallace
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",85,3804.0,1990-10-28,185,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",26365,right,B. Reynet
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",68,3799.0,1990-04-25,182,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",26368,right,A. Bamba
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",70,3194.0,1989-02-02,187,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",26373,left,S. Souprayen
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",76,,1980-01-30,182,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",26374,right,C. Varrault
"{'name': 'Mali', 'id': '466', 'alpha3code': 'MLI', 'alpha2code': 'ML'}",77,3789.0,1984-04-24,183,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",26378,left,S. Baradji
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",74,3779.0,1987-04-06,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",26381,right,B. Corgnet
"{'name': 'Congo DR', 'id': '180', 'alpha3code': 'COD', 'alpha2code': 'CD'}",64,3789.0,1991-06-21,173,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",26384,left,G. Kakuta
"{'name': 'Senegal', 'id': '686', 'alpha3code': 'SEN', 'alpha2code': 'SN'}",80,3772.0,1989-09-10,184,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",26389,left,Y. Sankhar\u00e9
"{'name': 'Portugal', 'id': '620', 'alpha3code': 'PRT', 'alpha2code': 'PT'}",82,3783.0,1988-05-17,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",26399,right,D. Da Silva
"{'name': 'Ghana', 'id': '288', 'alpha3code': 'GHA', 'alpha2code': 'GH'}",69,2449.0,1997-09-03,172,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",419629,right,B. Tekpetey
"{'name': 'Cameroon', 'id': '120', 'alpha3code': 'CMR', 'alpha2code': 'CM'}",75,,1985-01-11,185,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",26414,right,G. N'Gosso
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",67,3795.0,1990-01-12,167,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",26433,right,J. Cordoval
"{'name': 'Albania', 'id': '8', 'alpha3code': 'ALB', 'alpha2code': 'AL'}",72,6407.0,1991-03-28,172,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",49981,right,T. Xhaka
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",75,3315.0,1997-08-13,183,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",354123,right,Pol Lirola
"{'name': 'Turkey', 'id': '792', 'alpha3code': 'TUR', 'alpha2code': 'TR'}",70,4487.0,1995-03-23,179,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",223071,right,O. Tufan
"{'name': 'Martinique', 'id': '474', 'alpha3code': 'MTQ', 'alpha2code': 'MQ'}",78,3779.0,1991-10-03,178,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",26498,right,K. Lala
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",74,3777.0,1984-09-29,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",26508,right,R. Cohade
"{'name': 'Togo', 'id': '764', 'alpha3code': 'TGO', 'alpha2code': 'TG'}",65,3777.0,1988-02-12,172,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",26512,right,M. Dossevi
"{'name': 'Colombia', 'id': '170', 'alpha3code': 'COL', 'alpha2code': 'CO'}",80,1633.0,1986-02-06,182,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",26518,right,C. S\u00e1nchez
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",79,3783.0,1987-10-28,182,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",26528,right,R. Genevois
"{'name': 'Congo', 'id': '178', 'alpha3code': 'COG', 'alpha2code': 'CG'}",78,3799.0,1988-11-04,190,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",26539,right,P. Oniangu\u00e9
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",80,3779.0,1983-06-13,187,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",26543,right,J. Blayac
"{'name': 'Laos', 'id': '418', 'alpha3code': 'LAO', 'alpha2code': 'LA'}",71,3799.0,1990-03-24,180,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",26547,right,B. Ketkeophomphone
"{'name': 'Russia', 'id': '643', 'alpha3code': 'RUS', 'alpha2code': 'RU'}",72,13887.0,1995-10-17,183,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",288708,right,An. Miranchuk
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",80,3789.0,1986-12-08,183,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",26583,right,R. Gurtner
"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",68,3161.0,1992-11-16,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",69968,right,M. Brozovi\u0107
"{'name': 'Congo DR', 'id': '180', 'alpha3code': 'COD', 'alpha2code': 'CD'}",76,3785.0,1991-01-21,177,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",26604,left,Y. Salibur
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",79,3774.0,1989-12-24,184,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",26610,right,D. Sakho
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",73,3775.0,1992-02-12,179,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",26633,right,A. Souquet
"{'name': 'Cameroon', 'id': '120', 'alpha3code': 'CMR', 'alpha2code': 'CM'}",70,3799.0,1992-09-14,183,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",26638,right,K. Toko Ekambi
